Club|Last Name|First Name|Pos|Base Salary|Compensation|year
MTL|Bernier|Patrice|F-M|165000|205000|2014
PHI|Berry|Austin|D|86994|101994|2014
KC|Besler|Matt|D|6e+05|633250|2014
KC|Bieler|Claudio|F|225000|225000|2014
SJ|Bingham|David|GK|85910|130285|2014
DC|Birnbaum|Steven|D|55000|85000|2014
MTL|Bissue|James|F|48500|48500|2014
NY|Bitolo|Ambroise|D|36500|36500|2014
PHI|Blake|Andre|GK|75000|113000|2014
TOR|Bloom|Mark|D|48825|48825|2014
CHV|Bocanegra|Carlos|D|3e+05|333333.33|2014
CHV|Bolanos|Luis|F|48504|48504|2014
PHI|Bone|Corben|M|48825|51325|2014
HOU|Boniek Garcia|Oscar|F|199992|258742|2014
RSL|Borchers|Nat|D|225000|236968.75|2014
CHV|Borja|Felix|F|48504|48504|2014
|Borja|Carlos|D|52313|52313|2014
DC|Boswell|Bobby|D|189666.6|189666.6|2014
NY|Bover|Ruben|M|36500|36500|2014
SEA|Bowen|Tristan|F|65000|70000|2014
TOR|Bradley|Michael|M|6e+06|6500000|2014
NYCFC|Brovsky|Jeb|M|115000|119000|2014
COL|Brown|Deshorn|F|75000|123000|2014
PHI|Brown|Brian|F|48504|53004|2014
HOU|Bruin|Will|F|127500|172500|2014
HOU|Brunner|Eric|D|130000|130625|2014
COL|Buddle|Edson|F|325000|325000|2014
NE|Bunbury|Teal|F|135000|233000|2014
COL|Burch|Marc|D|85000|85000|2014
CHV|Burling|Bobby|D|115000|122500|2014
SJ|Busch|Jon|GK|173250|184583.33|2014
MTL|Bush|Evan|GK|48825|48825|2014
NY|Bustamante|Michael|M-D|48825|48825|2014
DAL|Cabrera|Walter|D|84000|96000|2014
NY|Cahill|Tim|M|3500000|3625000|2014
NE|Caldwell|Scott|M|52313|59813|2014
TOR|Caldwell|Steven|D|325000|364166.67|2014
CHV|Calvert|Caleb|F|55000|62500|2014
MTL|Camara|Hassoun|D/M|215000|226625|2014
VAN|Carducci|Marco|GK|36504|36504|2014
HOU|Carrasco|Servando|M|48825|48825|2014
PHI|Carreiro|Fred|M|65460|65460|2014
PHI|Carroll|Brian|M|185220|185220|2014
HOU|Cascio|Tony|M|71390|105140|2014
PHI|Casey|Conor|F|192500|192500|2014
DC|Caskey|Alex|M|48825|48825|2014
NY|Castano|Santiago|GK|36500|36500|2014
NE|Castillion|Geoffrey|F|276000|329033.33|2014
DAL|Castillo|Fabian|F|70000|76250|2014
SJ|Cato|Cordell|F|50400|50400|2014
ORL|Ceren|Darwin|M|50000|80437.5|2014
POR|Chara|Diego|M|170000|170000|2014
CHV|Chavez|Marvin|M|2e+05|2e+05|2014
NY|Christianson|Ian|M|48825|48825|2014
CLB|Clark|Steven|GK|135000|138333.33|2014
HOU|Clark|Ricardo|M|288000|321750|2014
VAN|Clarke|Caleb|F|60000|60000|2014
KC|Claros|Jorge|M|90000|90000|2014
HOU|Cochran|AJ|D|57500|73500|2014
CHI|Cochrane|Greg|D|48500|48500|2014
CHI|Cocis|Razvan|M|140004|146670.67|2014
KC|Collin|Aurelien|D|275000|281250|2014
NY|Convey|Bobby|M|137500|147500|2014
SEA|Cooper|Kenny|F|2e+05|265625|2014
CHV|Correa|Jose Erick|F|70000|70000|2014
DAL|Craft|Coy|F|48504|65587.33|2014
TOR|Creavalle|Warren|D|90000|100500|2014
MTL|Crepeau|Maxime|GK|48500|48500|2014
SJ|Cronin|Sam|M|185000|187500|2014
PHI|Cruz|Danny|M|125000|131666.67|2014
HOU|Cummings|Omar|F|250000|264000|2014
MTL|Danso|Mamadou|D|87500|87500|2014
NE|Davies|Charlie|F|75000|78940.63|2014
HOU|Davis|Brad|M|345000|392062.5|2014
VAN|Dean|Christian|D|80000|161000|2014
TOR|Defoe|Jermain|F|6e+06|6180000|2014
LA|DeLaGarza|AJ|D|132500|155000|2014
DC|DeLeon|Nick|M|85690|120690|2014
CHV|Delgado|Marco|M|75000|77500|2014
SEA|Dempsey|Clint|F|4913004|6695188.75|2014
HOU|Deric|Tyler|GK|90000|97666.67|2014
TOR|DeRosario|Dwayne|M|137000|173000|2014
MTL|Di Vaio|Marco|F|1500000|2600000|2014
DAL|Diaz|Mauro|M|325000|411000|2014
TOR|Dike|Bright|F|60637.5|63575|2014
VAN|Diouf|Mamadou|F|48500|61000|2014
SJ|Djalo|Yannick|M|2e+05|3e+05|2014
LA|Donovan|Landon|F|4250000|4583333.33|2014
NE|Dorman|Andy|M|135000|135000|2014
KC|Dovale|Toni|D|180000|185000|2014
DC|Doyle|Conor|F|48500|49750|2014
HOU|Driver|Andrew|M|130000|144583.33|2014
MTL|Duka|Dilaver|M|165000|190000|2014
KC|Duke|Christian|D|36500|36500|2014
LA|Dunivant|Todd|D|140000|160750|2014
CHV|Dunn|Matthew|M|48500.04|48500.04|2014
NY|Duvall|Chris|D|36504|36504|2014
KC|Dwyer|Dom|F|80000|92500|2014
DC|Dykstra|Andrew|GK|48825|48825|2014
CHI|Earnshaw|Robert|F|204000|206250|2014
NY|Eckersley|Richard|D|255000|373333.33|2014
PHI|Edu|Maurice|M|650000|650000|2014
KC|Ellis|Kevin|D|48825|49575|2014
COL|Eloundou|Charles|F|48825|53825|2014
DAL|Escobar|Andres|F|625000|647000|2014
DC|Espindola|Fabian|F|150000|150000|2014
DC|Estrada|David|F|48825|48825|2014
POR|Evans|Steven|M|48825|53825|2014
SEA|Evans|Brad|F|267665|293666.25|2014
PHI|Fabinho||D|96000|100500|2014
NE|Fagundez|Diego|F|110000|137200|2014
NE|Farrell|Andrew|D|95000|176000|2014
KC|Feilhaber|Benny|M|325000|337187.5|2014
PHI|Fernandes|Leo|M|48500|48500|2014
DAL|Fernandez|Raul|GK|160000|247500|2014
POR|Fernandez|Gaston|F|150000|150000|2014
RSL|Fernandez|Eduardo|GK|36500|36500|2014
VAN|Fernandez|Sebastian|M|143000|143000|2014
MTL|Ferrari|Matteo|D|3e+05|355475|2014
RSL|Findley|Robbie|F|215000|245500|2014
CLB|Finlay|Ethan|F|50847.5|65847.5|2014
CHV|Finley|Ryan|F|51150|78650|2014
POR|Fochive|George|M|36500|36500|2014
CHI|Fondy|Matthew|F|48500|48500|2014
SEA|Ford|Josh|GK|48500|50239.94|2014
CLB|Francis|Waylon|D|125000|153875|2014
SJ|Francis|Shaun|D|55000|57889.79|2014
CHI|Franco|Marco|D|36500|36500|2014
DC|Franklin|Sean|D|178333.32|209999.99|2014
SEA|Frei|Stefan|GK|150000|150000|2014
CLB|Friedman|Ross|D|36500|36500|2014
LA|Friend|Rob|F|85000|91000|2014
VAN|Froese|Kianz|M-F|44004|48504|2014
SJ|Fucito|Michael|MF|57750|60639.79|2014
PHI|Gaddis|Raymon|D|52313|52313|2014
MTL|Gagnon-Lapare|Jeremy|M|36504|40504|2014
CLB|Gall|Romain|M|48504|51885.93|2014
POR|Gallego|Bryan|D|36500|36750|2014
DAL|Garcia|Danny|M|55000|71000|2014
LA|Garcia|Rafael|M|48825|48825|2014
RSL|Garcia|Olmes|F|125000|125000|2014
|Gardner|Joshua|M|70000|70000|2014
LA|Gargan|Dan|D|48500|48500|2014
HOU|Garrido|Luis|M|150000|150000|2014
CLB|Gehrig|Eric|M|48825|48825|2014
CLB|George|Kevan|M|48825|48825|2014
RSL|Gil|Luis|M|220000|315083.33|2014
RSL|Glad|Justen|D|36500|47500|2014
POR|Gleeson|Jake|GK|66000|69493.44|2014
NE|Goncalves|Jose|D|450000|479375|2014
TOR|Goncalves|Jackson|D|150000|202500|2014
DAL|Gonzalez|Jesse|GK|48500|48500|2014
LA|Gonzalez|Omar|D|1e+06|1250000|2014
MTL|Gonzalez|Santiago|M/F|50000|50000|2014
SEA|Gonzalez|Leonardo|D|150000|150000|2014
SJ|Goodson|Clarence|D|315000|342000|2014
LA|Gordon|Alan|F|185000|206666.67|2014
SJ|Gorlitz|Andreas|D|90000|99737.19|2014
RSL|Grabavoy|Ned|M|160000|175000|2014
RSL|Grossman|Cole|M|48825|48825|2014
KC|Gruenebaum|Andy|GK|85000|85000|2014
TOR|Hagglund|Nick|D|48500|48500|2014
SEA|Hahnemann|Marcus|GK|65000|65000|2014
COL|Hairston|Marlon|M|70000|93000|2014
HOU|Hall|Tally|GK|2e+05|213500|2014
TOR|Hall|Jeremy|D|105000|115000|2014
DC|Hamid|Bill|GK|1e+05|114750|2014
TOR|Hamilton|Jordan|F|60000|72500|2014
SJ|Harden|Ty|D|68250|71665.21|2014
POR|Harrington|Michael|M-D|125000|125000|2014
SJ|Harris|Atiba|M-F|181500|189775|2014
VAN|Harvey|Jordan|D|123750|123750|2014
DAL|Hedges|Matt|D|120000|120000|2014
NY|Henry|Thierry|F|3750000|4350000|2014
TOR|Henry|Doneil|D|75000|87083.33|2014
DAL|Hernandez|Moises|D|48825|50450|2014
PHI|Hernandez|Cristhian|M|72500|74375|2014
SJ|Hernandez|Jason|D|210000|213333.33|2014
CLB|Higuain|Federico|M-F|580000|744000|2014
COL|Hill|Kamani|M|48825|48825|2014
LA|Hoffman|Chandler|F|48500|48500|2014
DAL|Hollingshead|Ryan|M|48500|48500|2014
PHI|Hoppenot|Antoine|F|54450|54450|2014
HOU|Horst|David|D|70000|72750|2014
CHV|Hurtado|Jhon Kennedy|D|210000|210000|2014
VAN|Hurtado|Erik|F/M|51150|86150|2014
LA|Husidic|Baggio|M|90000|90000|2014
CHI|Ianni|Patrick|D|150000|150000|2014
NE|Imbongo|Dimitry|F|112500|122375|2014
DC|Inkoom|Samuel|D|84000|103875|2014
COL|Irwin|Clint|GK|75000|87000|2014
LA|Ishizaki|Stefan|M|2e+05|213000|2014
NE|Jackson|Larry|GK|36504|36504|2014
MTL|Jackson-Hamel|Anthony|F|36504|36504|2014
NYCFC|Jacobson|Andrew|M|180000|180000|2014
SJ|Jahn|Adam|F|48500|48500|2014
RSL|Jaime|Sebastian|F|216000|216000|2014
LA|Jamieson|Bradford|F|36500|36500|2014
CHV|Jean-Baptiste|Andrew|D|80000|95000|2014
DC|Jeffrey|Jared|M|65000|71200|2014
POR|Jewsbury|Jack|D|115000|132500|2014
CLB|Jimenez|Hector|M|75000|75000|2014
DAL|John|George|D|3e+05|326666.67|2014
CHI|Johnson|Sean|GK|250000|253000|2014
DC|Johnson|Eddie|F|505000|613333.33|2014
HOU|Johnson|Jason|F|80000|121000|2014
POR|Johnson|Will|F|3e+05|325000|2014
NE|Jones|Jermaine|M|3e+06|3252500|2014
NE|Joseph|Shalrie|M|248500|294000|2014
CHI|Joya|Benji|M|48504|53504|2014
KC|Juliao|Igor|D|48500|48500|2014
CHI|Jumper|Hunter|D|48500|48500|2014
LA|Juninho||M|325000|325000|2014
TOR|Junior|Gilberto|F|1145000|1205000|2014
KC|Kafari|Michael|M|36504|36504|2014
POR|Kah|Pa Modou|D|240000|245000|2014
CHV|Kaji|Akira|D|48504|48504|2014
ORL|Kaka||M|6660000|7167500|2014
CHI|Kann|Alec|GK|48500|48500|2014
LA|Keane|Robbie|F|4500000|4500000|2014
DAL|Keel|Stephen|D|48825|48825|2014
DC|Kemp|Taylor|D|36504|36504|2014
KC|Kempin|Jonathan|GK|70000|77083.33|2014
CHV|Kennedy|Dan|GK|211750|213416.67|2014
NY|Kimura|Kosuke|D|105000|105000|2014
CHI|Kinney|Steven|D|48825|48825|2014
DC|Kitchen|Perry|D|143500|228950|2014
COL|Klute|Chris|D|75000|80144.1|2014
COL|Knight|Zat|D|120000|139583.33|2014
NE|Knighton|Brad|GK|78100|80700|2014
SJ|Knutsen|Billy|GK|36504|36504|2014
NE|Kobayashi|Daigo|M|125000|136666.67|2014
VAN|Koffie|Gershon|M|2e+05|211000|2014
TOR|Konopka|Chris|GK|60000|60000|2014
DC|Korb|Chris|D|90000|97298.33|2014
SJ|Koval|JJ|M|48500|48500|2014
SEA|Kovar|Aaron|M|48500|48700|2014
MTL|Krol|Krzysztof|D|153000|153000|2014
KC|Kronberg|Eric|GK|120000|120000|2014
VAN|Laba|Matias|M|3e+05|3e+05|2014
COL|LaBrocca|Nick|M|135000|153333.33|2014
NY|Lade|Connor|D|57750|61963.21|2014
PHI|Lahoud|Michael|M|99000|102333.33|2014
CLB|Lampson|Matt|GK|48825|48825|2014
CHI|Larentowicz|Jeff|D|245000|251000|2014
MTL|Larrea|Gorka|M|48500.04|48500.04|2014
PHI|Le Toux|Sebastian|M|250000|262812.5|2014
MTL|Lefevre|Wandrille|M|48500|48500|2014
SJ|Lenhart|Steven|F|250000|257500|2014
VAN|Leveron|Johnny|D|80000|91187.5|2014
VAN|Lewis|Andre|M|48500|53500|2014
HOU|Lisch|Michael|GK|36504|36504|2014
CHV|Lochhead|Tony|D|125000|125000|2014
SEA|Long|Aaron|M|36504|36504|2014
HOU|Lopez|Alexander|M|90000|110000|2014
KC|Lopez|Mikey|M|85000|157000|2014
RSL|Lopez|Benjamin|F|48500|51105.43|2014
TOR|Lovitz|Daniel|M|36504|36504|2014
SEA|Lowe|Damion|D|57500|68500|2014
DAL|Loyd|Zach|M|155000|176666.67|2014
NY|Lozano|Armando|D|120000|130000|2014
DAL|Luccin|Peter|M|75000|114333.33|2014
NY|Luyindula|Peguy|F|90000|90000|2014
PHI|MacMath|Zac|GK|120000|120000|2014
CHI|Magee|Mike|F|350000|417500|2014
PHI|Maidana|Cristian|F|185000|198750|2014
MTL|Mallace|Calum|M|50848|65848|2014
VAN|Manneh|Kekuta|F|70000|99500|2014
TOR|Mannella|Chris|M|36504|36504|2014
RSL|Mansally|Kenny|F|65000|72000|2014
MTL|Mapp|Justin|M|162250|174750|2014
PHI|Marquez|Richard|D|36504|36504|2014
SEA|Marshall|Chad|D|270000|286666.67|2014
COL|Martin|Jose|M|230000|261000|2014
DC|Martin|Collin|M|55000|69166.67|2014
MTL|Martins|Felipe|M|160000|192500|2014
SEA|Martins|Obafemi|F|1620000|1753333.33|2014
VAN|Mattocks|Darren|F|140000|232000|2014
RSL|Maund|Aaron|D|36500|40250|2014
PHI|Mbolhi|Rais|GK|240000|240000|2014
LA|McBean|Jack|F|48500|48500|2014
NE|McCarthy|Stephen|M|101332|132582|2014
NY|McCarty|Dax|M|2e+05|242500|2014
MTL|McInerney|Jack|F|230000|294166.67|2014
POR|McKenzie|Rauwshan|D|48825|48825|2014
PHI|McLaughlin|James|M|66000|75000|2014
CHV|McNamara|Thomas|M|48500|60000|2014
NY|Meara|Ryan|GK|68250|69500|2014
KC|Medranda|Jimmy|M|48504|48504|2014
|Melia|Tim|GK|70000|75000|2014
LA|Mendiola|Raul|F|36500|36500|2014
CLB|Meram|Justin|F|67452|91827|2014
SJ|Meredith|Bryan|GK|48500|48500|2014
MTL|Messoudi|Zakaria|M|36504|36504|2014
LA|Meyer|Tommy|D|50848|64598|2014
VAN|Mezquida|Nicolas|M-F|65000|65000|2014
NY|Miazga|Matt|D|65000|71250|2014
MTL|Miller|Eric|M/D|57500|68500|2014
NY|Miller|Roy|M|2e+05|2e+05|2014
CHV|Minda|Oswaldo|M|150000|168750|2014
VAN|Mitchell|Carlyle|D|48825|50075|2014
DAL|Moffat|Adam|M|165000|176608.33|2014
ORL|Molino|Kevin|M|60000|71400|2014
COL|Moor|Drew|D|235000|247000|2014
TOR|Moore|Luke|F|120000|128333.33|2014
RSL|Morales|Javier|M|3e+05|3e+05|2014
VAN|Morales|Pedro|M|1190000|1410900|2014
TOR|Morgan|Ashtone|D|80000|92000|2014
TOR|Morrow|Justin|D|160000|169562.5|2014
RSL|Mulholland|Luke|M|55000|56250|2014
COL|Mullan|Brian|M|48500|48500|2014
SJ|Muller|Tommy|D|48500|48500|2014
NE|Mullins|Patrick|F|70000|1e+05|2014
KC|Munoz|Victor|M|36504|36504|2014
COL|Mwanga|Danny|F|130000|171250|2014
KC|Myers|Chance|D-M|160000|185000|2014
KC|Nagamura|Paulo|M|220000|220000|2014
POR|Nagbe|Darlington|M/F|250000|260000|2014
MTL|Nakajima-Farran|Issey|M|90000|110000|2014
POR|Nanchoff|Michael|M|48825|48825|2014
COL|Nasco|Joe|GK|50000|52693.83|2014
SEA|Neagle|Lamar|M|110000|110000|2014
DC|Neal|Lewis|M|1e+05|106440.63|2014
COL|Neeskens|John|D|42504|42504|2014
NE|Neumann|Stephen|M-F|65000|86250|2014
NE|Nguyen|Lee|M/F|175000|193750|2014
PHI|Nogueira|Vincent|M|330000|330000|2014
CHV|Nwiloh|Michael|D|36504|36504|2014
CHI|Nyarko|Patrick|F|265000|284500|2014
CHI|Nyassi|Sanna|M|147000|154625|2014
NY|Obekop|Marius|M|36500|41500|2014
VAN|O'Brien|Andy|D|250000|280000|2014
SEA|Ockford|Jimmy|D|36504|36504|2014
TOR|Oduro|Dominic|F|250000|251666.67|2014
SEA|Okoli|Sean|F|48500|48750|2014
PHI|Okugo|Amobi|M|145000|228000|2014
NY|Olave|Jamison|D|280000|290000|2014
KC|Olum|Lawrence|M/D|48825|48825|2014
COL|O'Neill|Shane|M|56250|67750|2014
KC|Opara|Ike|D|97500|103750|2014
DC|Opare|Kofi|D|48500|48500|2014
POR|O'Rourke|Danny|D|55008|55008|2014
TOR|Orr|Bradley|D|75000|75000|2014
TOR|Osorio|Jonathan|M|135000|142599.68|2014
MTL|Ouimette|Karl|D|48825|48825|2014
VAN|Ousted|David|GK|250000|266156.25|2014
HOU|Ownby|Brian|M|48825|48825|2014
CLB|Paladini|Daniel|M|75000|76666.67|2014
CHI|Palmer|Lovel|M|82500|87000|2014
KC|Palmer-Brown|Erik|D|48500|49000|2014
POR|Paparatto|Norbeto|D|1e+05|1e+05|2014
SEA|Pappa|Marco|M|75000|75000|2014
DC|Parke|Jeff|D|215000|235500|2014
CLB|Parkhurst|Michael|D|275000|3e+05|2014
SEA|Parsemain|Kevin|F|48504|54486.81|2014
CHI|Pause|Logan|M|75000|75000|2014
MTL|Pearce|Heath|D|1e+05|1e+05|2014
POR|Peay|Taylor|D|36500.04|36500.04|2014
CHV|Pelletieri|Agustin|M|90000|90000|2014
LA|Penedo|Jaime|GK|135000|138562.5|2014
DAL|Pereira|Michel|M/D|120000|141500|2014
DAL|Perez|Blas|F|335000|359250|2014
SJ|Perez|Matias|M|216000|216000|2014
LA|Perk|Brian|GK|60000|63125|2014
MTL|Perkins|Troy|GK|250000|271833.33|2014
NY|Perrinelle|Damien|D|100008|100008|2014
KC|Peterson|Jacob|F|110000|114833.33|2014
PHI|Pfeffer|Zach|M|75000|85000|2014
MTL|Piatti|Ignacio|M|387500|387500|2014
SJ|Pierazzi|Jean Baptiste|M|240000|240000|2014
COL|Piermayr|Thomas|D|70008|74429.56|2014
CHI|Pineda|Victor|M|60000|66742.42|2014
SEA|Pineda|Gonzalo|M|80000|80000|2014
SJ|Pintos|Pablo|D|60000|122500|2014
RSL|Plata|Joao|F|70000|70000|2014
CLB|Pogatetz|Emanuel|D|360000|372500|2014
CHI|Pongolle|Florent|F|72000|81000|2014
DC|Pontius|Chris|M-F|350000|381000|2014
DC|Porter|Kyle|M|52313|60955.71|2014
POR|Powell|Alvas|D|48828|48828|2014
COL|Powers|Dillon|M|95150|127650|2014
ORL|Redding|Tommy|D|36500|44000|2014
SEA|Remick|Dylan|D|36500|36500|2014
CHV|Reo-Coker|Nigel|D-M|4e+05|446500|2014
CHI|Reynish|Kyle|GK|74000|78316.67|2014
PHI|Ribeiro|Pedro|M|36504|36504|2014
LA|Ribeiro Da Silva|Leonardo|D|105000|105000|2014
TOR|Richter|Ryan|F|48500|48500|2014
POR|Ricketts|Donovan|GK|260000|260000|2014
POR|Ridgewell|Liam|D|1200000|1200000|2014
LA|Riley|James|D|80000|80000|2014
RSL|Rimando|Nick|GK|225000|235833.33|2014
CHI|Ritter|Chris|M|48500|48500|2014
CHV|Rivero|Martin|M|50004|50004|2014
TOR|Roberts|Quillan|GK|36504|36504|2014
DC|Robinson|Jalen|D|55000|67000|2014
NY|Robles|Luis|GK|1e+05|125000|2014
MTL|Rodriguez|Adrian Lopez|D|240000|291250|2014
LA|Rogers|Robbie|F|160000|167500|2014
DC|Rolfe|Chris|F|210000|225000|2014
MTL|Romero|Andres|F|60000|60000|2014
VAN|Rosales|Mauro|M|450000|450000|2014
SEA|Rose|Andy|M|48825|48825|2014
LA|Rowe|Brian|GK|48825|48825|2014
NE|Rowe|Kelyn|M|1e+05|181000|2014
LA|Rugg|Charlie|F|48500|48500|2014
KC|Saad|Soony|F|51150|51150|2014
RSL|Saborio|Alvaro|F|360000|453333.33|2014
HOU|Salazar|Bryan|F|48825|49825|2014
RSL|Salcedo|Carlos|D|48500|48500|2014
VAN|Salgado|Omar|F|1e+05|141868.67|2014
SJ|Salinas|Shea|M|130000|133333.33|2014
NY|Sam|Lloyd|F|136500|136500|2014
VAN|Sampson|Ethen|D|36504|36504|2014
COL|Sanchez|Vincente|F|210000|286666.67|2014
NE|Sanchez|Jossimar|D|36504|36504|2014
RSL|Sandoval|Devon|F|48500|48500|2014
KC|Sapong|CJ|F|95000|112000|2014
HOU|Sarkodie|Kofi|D|150000|195500|2014
LA|Sarvas|Marcelo|M|192500|192500|2014
NYCFC|Saunders|Josh|GK|48504|48504|2014
CLB|Schoenfeld|Aaron|F|48825|48825|2014
RSL|Schuler|Chris|D|145000|162000|2014
SJ|Schuler|Billy|F|48500|48500|2014
SEA|Scott|Zach|D|52500|52500|2014
DC|Seaton|Michael|F|48500|51500|2014
CHI|Segares|Gonzalo|D|160000|173333.33|2014
DAL|Seitz|Chris|GK|105000|105000|2014
NY|Sekagya|Ibrahim|D|190000|219000|2014
NY|Sene|Saer|F|152145|163682.54|2014
COL|Serna|Dillon|M|52500|65500|2014
DC|Shanosky|Conor|D|36500|36500|2014
HOU|Sherrod|Mark|F|48504|48504|2014
CHI|Shipp|Harrison|F|70000|95000|2014
NE|Shuttleworth|Robert|GK|90000|1e+05|2014
DC|Silva|Luis|M|99440|134440|2014
KC|Sinovic|Seth|M-D|125000|131750|2014
MTL|Smith|Blake|M|51150|84900|2014
NE|Smith|Donnie|M|36500|36500|2014
NE|Soares|AJ|D|119180|159180|2014
NE|Soffner|Luis|GK|36500|36500|2014
MTL|Soriola|Gege|D|120000|120000|2014
LA|Sorto|Oscar|D|48825|50700|2014
CHI|Soumare|Bakary|D|330000|370000|2014
DAL|Span|Brian|M|48500|48500|2014
CHV|Spangenberg|Trevor|GK|36504|36504|2014
CLB|Speas|Ben|F|65100|65100|2014
SJ|Stephenson|Khari|M|65004|68336.02|2014
RSL|Stertzer|John|M|36500|45875|2014
KC|Steuble|Martin|M|120000|120000|2014
NY|Stevenson|Eric|M|36504|36504|2014
SJ|Stewart|Jordan|M-D|140000|140000|2014
CHV|Sturgis|Nathan|D-M|114000|120333.33|2014
CLB|Stuver|Brad|GK|48500|48500|2014
NE|Sundly|Alec|M|36504|36504|2014
CLB|Sweat|Ben|D|48500|48500|2014
HOU|Taylor|Jermaine|D|185000|194500|2014
NE|Taylor|Tony|F|69996|79371|2014
CLB|Tchani|Tony|M|150000|175000|2014
VAN|Teibert|Russell|M|70000|75600|2014
DAL|Texeira|David|F|338000|338000|2014
DAL|Thomas|Hendry|M|180000|180000|2014
SJ|Thompson|Tommy|M|140000|145000|2014
NE|Tierney|Chris|D-M|1e+05|103333.33|2014
MTL|Tissot|Maxim|D|48500|48500|2014
CHV|Toia|Donny|D|36500|36500|2014
DAL|Top|Jonathan|F|36500|36500|2014
VAN|Tornaghi|Paolo|GK|72000|72000|2014
CHV|Torres|Erick|F|152004|152004|2014
COL|Torres|Gabriel|F|250000|262500|2014
SEA|Traore|Djimi|D|132000|132000|2014
CLB|Trapp|Wil|M|125000|152000|2014
POR|Tshuma|Schillo|F|75000|113000|2014
CHV|Tyrpak|Kristopher|F|36504|36504|2014
DAL|Ulloa|Victor|M|36504|36504|2014
POR|Urruti|Maximiliano|F|200000.04|200000.04|2014
PHI|Valdes|Carlos|D|294999.96|294999.96|2014
POR|Valeri|Diego|M|5e+05|5e+05|2014
COL|Van de Casteele|Grant|D|48500|60000|2014
RSL|Velasquez|Sebastian|M|48825|48825|2014
LA|Venter|Kyle|D|48500|61000|2014
CLB|Viana|Agustin|D-M|115000|141666.67|2014
NYCFC|Villa|David|F|60000|60000|2014
POR|Villafana|Jorge|F|72765|74431.67|2014
LA|Villarreal|Joseph|M|48825|50700|2014
CLB|Wahl|Tyson|D|85000|89666.67|2014
CLB|Walker|Matt|M|36500|36500|2014
DAL|Walker|Nick|D|36500|36500|2014
LA|Walker|Kenney|M|48825|48825|2014
POR|Wallace|Rodney|M-D|150000|175000|2014
CHI|Ward|Grant|F|48500|48500|2014
TOR|Warner|Collen|M-F|115500|143000|2014
VAN|Waston|Kendall|D|199992|201242|2014
CHI|Watson|Matt|M|71663|82664.99|2014
DAL|Watson|JeVaughn|M|110000|126875|2014
NYCFC|Watson-Siriboe|Kwame|D|55000|56666.67|2014
COL|Watts|Jared|M|36500|36500|2014
SEA|Weaver|Cam|F|48504|49004|2014
POR|Weber|Andrew|GK|48500.04|48500.04|2014
PHI|Wenger|Andrew|D/F|140000|242000|2014
PHI|Wheeler|Aaron|F|48825|48825|2014
PHI|White|Ethan|D|80000|80000|2014
TOR|Wiedeman|Andrew|F|60500|70500|2014
CLB|Wiet|Matt|D|48500|48500|2014
CLB|Williams|Josh|D|125000|125000|2014
PHI|Williams|Sheanon|F|125000|130500|2014
DC|Willis|Joe|GK|48825|48825|2014
RSL|Wingert|Chris|D|163590|170590|2014
POOL|Withrow|Daniel|GK|36504|36504|2014
SJ|Wondolowski|Chris|M|6e+05|650000|2014
NY|Wright-Phillips|Bradley|F|330000|372500|2014
COL|Wynne|Marvell|D|2e+05|285000|2014
SEA|Yedlin|DeAndre|D|80000|92000|2014
POR|Zakuani|Steve|F|120000|120000|2014
LA|Zardes|Gyasi|F|125000|198000|2014
CHV|Zavaleta|Eriq|F|75000|105600|2014
POR|Zemanski|Ben|M|80850|83350|2014
DAL|Zendejas|Alejandro|F|36504|53170.67|2014
DAL|Zimmerman|Walker|D|80000|160100|2014
KC|Zizzo|Sal|F|77000|91045.71|2014
KC|Zusi|Graham|F-M|6e+05|631388.89|2014
VAN|Abdallah|Aminu|M|46500|46500|2013
DAL|Acosta|Kellyn|M|46500|70500|2013
VAN|Adekugbe|Samuel|D|46500|51500|2013
TOR|Agbossoumonde|Gale|D|46500|53166.67|2013
NE|Agudelo|Juan|F|145000|175000|2013
NY|Akpan|Andre|F|67595|67595|2013
SJ|Alas|Jaime|M|90000|91250|2013
PHI|Albright|Chris|D|75000|75000|2013
VAN|Alderson|Bryce|M|65000|80000|2013
CHI|Alex||M|110000|119950|2013
NY|Alexander|Eric|M|70867.5|70867.5|2013
POR|Alhassan|Kalif|M|80000|89250|2013
SEA|Alonso|Osvaldo|M|210000|210000|2013
NE|Alston|Kevin|D|145000|194000|2013
CHV|Alvarez|Carlos|M|46500|81500|2013
RSL|Alvarez|Yordany|M|46500|46500|2013
CHI|Amarikwa|Quincy|F|46500|46500|2013
CHI|Anangono|Juan Luis|F|120000|120000|2013
PHI|Anding|Don|F|35125|35125|2013
CHI|Anibaba|Jalil|D|91245|131245|2013
CLB|Anor|Bernardo|M|46500|46500|2013
CHV|Antunez|Daniel|M|65000|72500|2013
TOR|Aparicio|Manuel|M|35125|35125|2013
|Araujo Jr.|Paulo|F|60000|60000|2013
HOU|Arena|Anthony|D|35125|35125|2013
COL|Armstrong|David|M|46500|55964.29|2013
MTL|Arnaud|Davy|M|275000|290000|2013
CLB|Arrieta|Jairo|F|216000|225375|2013
HOU|Ashe|Corey|M|101250|105750|2013
CHI|Atouba|Yazid|F|46500|51500|2013
SJ|Attakora|Nana|D|61665|61665|2013
RSL|Attinella|Jeff|GK|46500|46500|2013
CHV|Avila|Eric|M|1e+05|120000|2013
